session_id,user_id,session_date,channel,device
23901,4768,2024-01-12,Google,desktop
23902,4768,2024-01-16,Google,desktop
23903,4768,2024-01-20,Facebook,mobile
23904,4769,2024-02-18,Facebook,mobile
23905,4769,2024-02-02,Google,mobile
23906,4769,2024-02-18,TikTok,desktop
23907,4769,2024-02-05,Facebook,desktop
23908,4769,2024-02-09,TikTok,mobile
23909,4769,2024-02-03,Facebook,mobile
23910,4770,2024-03-19,Google,desktop
23911,4770,2024-03-22,Facebook,mobile
23912,4770,2024-03-30,Google,mobile
23913,4770,2024-03-17,Facebook,desktop
23914,4770,2024-03-16,Google,mobile
23915,4770,2024-03-11,Google,mobile
23916,4771,2024-02-02,Google,desktop
23917,4771,2024-02-09,Google,desktop
23918,4771,2024-01-20,Google,desktop
23919,4771,2024-01-19,Facebook,desktop
23920,4772,2024-01-31,Google,mobile
23921,4772,2024-02-02,Google,mobile
23922,4772,2024-02-02,Google,mobile
23923,4773,2024-02-08,Google,desktop
23924,4773,2024-02-04,Google,desktop
23925,4773,2024-02-12,Facebook,desktop
23926,4773,2024-02-18,Facebook,desktop
23927,4773,2024-01-30,Facebook,desktop
23928,4773,2024-02-03,Google,mobile
23929,4774,2024-03-10,Facebook,mobile
23930,4774,2024-03-05,Facebook,desktop
23931,4775,2024-02-17,Google,mobile
23932,4775,2024-02-21,TikTok,desktop
23933,4775,2024-03-17,Google,desktop
23934,4775,2024-03-13,Facebook,desktop
23935,4775,2024-03-10,Google,mobile
23936,4775,2024-03-10,Facebook,mobile
23937,4775,2024-02-18,TikTok,mobile
23938,4776,2024-02-05,TikTok,desktop
23939,4776,2024-02-02,Facebook,mobile
23940,4776,2024-01-27,Facebook,mobile
23941,4776,2024-02-05,Google,desktop
23942,4776,2024-02-02,TikTok,mobile
23943,4776,2024-02-22,Facebook,desktop
23944,4777,2024-03-28,TikTok,desktop
23945,4777,2024-03-29,Facebook,desktop
23946,4778,2024-01-27,Google,desktop
23947,4778,2024-01-27,Google,mobile
23948,4778,2024-01-13,Google,mobile
23949,4778,2024-01-16,Google,desktop
23950,4778,2024-01-30,Facebook,mobile
23951,4778,2024-02-03,Google,desktop
23952,4779,2024-02-20,Facebook,desktop
23953,4779,2024-03-09,Facebook,desktop
23954,4779,2024-02-26,Facebook,desktop
23955,4780,2024-01-26,Facebook,mobile
23956,4780,2024-02-03,Facebook,desktop
23957,4780,2024-02-01,TikTok,mobile
23958,4780,2024-01-28,Facebook,desktop
23959,4780,2024-01-19,Google,mobile
23960,4781,2024-02-25,TikTok,mobile
23961,4781,2024-03-11,TikTok,desktop
23962,4781,2024-02-28,Google,mobile
23963,4781,2024-03-04,Google,mobile
23964,4781,2024-03-13,Google,mobile
23965,4781,2024-03-11,Facebook,desktop
23966,4782,2024-01-21,TikTok,mobile
23967,4782,2024-02-02,Google,desktop
23968,4782,2024-01-17,Facebook,mobile
23969,4783,2024-02-12,Google,desktop
23970,4783,2024-02-06,Google,mobile
23971,4783,2024-01-13,TikTok,mobile
23972,4783,2024-01-23,Facebook,desktop
23973,4783,2024-02-07,Facebook,desktop
23974,4783,2024-01-24,Facebook,desktop
23975,4784,2024-02-26,TikTok,mobile
23976,4784,2024-02-23,Google,mobile
23977,4784,2024-03-08,Google,desktop
23978,4784,2024-03-02,Google,mobile
23979,4784,2024-03-06,TikTok,desktop
23980,4784,2024-02-17,TikTok,mobile
23981,4784,2024-03-15,Google,mobile
23982,4785,2024-02-18,Facebook,desktop
23983,4785,2024-03-11,TikTok,mobile
23984,4785,2024-02-24,TikTok,desktop
23985,4785,2024-03-07,Facebook,mobile
23986,4786,2024-02-19,Google,desktop
23987,4786,2024-02-07,Google,mobile
23988,4786,2024-02-23,Google,desktop
23989,4787,2024-02-15,Google,desktop
23990,4787,2024-02-06,Google,mobile
23991,4787,2024-02-09,Google,mobile
23992,4787,2024-02-10,TikTok,desktop
23993,4787,2024-02-11,Facebook,desktop
23994,4787,2024-02-11,Google,mobile
23995,4787,2024-02-05,Facebook,desktop
23996,4787,2024-02-08,Facebook,mobile
23997,4787,2024-01-23,Facebook,mobile
23998,4788,2024-02-24,Facebook,mobile
23999,4788,2024-03-07,Google,mobile
24000,4788,2024-03-05,Google,desktop
24001,4788,2024-02-22,TikTok,desktop
24002,4788,2024-03-19,Facebook,desktop
24003,4788,2024-02-26,Facebook,mobile
24004,4788,2024-03-03,TikTok,desktop
24005,4789,2024-02-07,Google,mobile
24006,4789,2024-01-16,Facebook,mobile
24007,4789,2024-01-22,Facebook,desktop
24008,4789,2024-01-31,Google,mobile
24009,4789,2024-02-04,TikTok,desktop
24010,4789,2024-01-16,Facebook,desktop
24011,4790,2024-02-13,TikTok,mobile
24012,4790,2024-02-26,Facebook,desktop
24013,4790,2024-02-22,Google,mobile
24014,4790,2024-02-16,Google,desktop
24015,4790,2024-02-20,Facebook,mobile
24016,4790,2024-02-17,Facebook,mobile
24017,4790,2024-02-23,Google,mobile
24018,4790,2024-03-02,Facebook,desktop
24019,4790,2024-02-12,Facebook,mobile
24020,4790,2024-02-17,Facebook,desktop
24021,4790,2024-02-29,Google,desktop
24022,4791,2024-01-29,Facebook,mobile
24023,4792,2024-02-25,TikTok,desktop
24024,4792,2024-02-25,Google,desktop
24025,4792,2024-02-02,Google,desktop
24026,4792,2024-02-13,Google,mobile
24027,4792,2024-02-27,TikTok,desktop
24028,4792,2024-02-26,TikTok,desktop
24029,4792,2024-02-22,Google,mobile
24030,4793,2024-02-12,Google,mobile
24031,4793,2024-02-14,Google,mobile
24032,4793,2024-02-22,TikTok,mobile
24033,4793,2024-02-07,Facebook,desktop
24034,4793,2024-02-11,TikTok,mobile
24035,4793,2024-02-17,Facebook,mobile
24036,4793,2024-02-06,Facebook,desktop
24037,4794,2024-03-05,Google,mobile
24038,4794,2024-03-14,TikTok,desktop
24039,4794,2024-02-24,TikTok,mobile
24040,4794,2024-03-02,Facebook,mobile
24041,4795,2024-03-12,Google,desktop
24042,4795,2024-03-30,Google,desktop
24043,4795,2024-03-10,Facebook,desktop
24044,4795,2024-03-14,Facebook,desktop
24045,4796,2024-03-08,Facebook,desktop
24046,4796,2024-03-27,TikTok,desktop
24047,4797,2024-02-04,Facebook,mobile
24048,4797,2024-02-24,Google,desktop
24049,4797,2024-02-14,Facebook,mobile
24050,4797,2024-01-27,Google,mobile
24051,4797,2024-01-30,TikTok,desktop
24052,4797,2024-02-10,Google,desktop
24053,4798,2024-03-17,Facebook,desktop
24054,4798,2024-03-17,TikTok,desktop
24055,4798,2024-03-08,TikTok,desktop
24056,4798,2024-02-26,TikTok,mobile
24057,4798,2024-03-15,Google,desktop
24058,4799,2024-01-21,Facebook,desktop
24059,4799,2024-01-20,Facebook,desktop
24060,4799,2024-02-02,Facebook,mobile
24061,4799,2024-02-04,TikTok,desktop
24062,4799,2024-01-12,Facebook,mobile
24063,4799,2024-01-26,Google,mobile
24064,4800,2024-02-19,Google,desktop
24065,4800,2024-03-01,Google,desktop
24066,4800,2024-03-01,Facebook,mobile
24067,4800,2024-02-24,Google,desktop
24068,4800,2024-02-19,TikTok,desktop
24069,4800,2024-03-14,Facebook,desktop
24070,4800,2024-03-15,Google,desktop
24071,4800,2024-03-11,Google,mobile
24072,4800,2024-02-19,Google,mobile
24073,4801,2024-02-18,Facebook,desktop
24074,4801,2024-02-20,Facebook,mobile
24075,4801,2024-02-15,Google,desktop
24076,4801,2024-02-25,Facebook,mobile
24077,4801,2024-02-20,Google,mobile
24078,4801,2024-03-04,Facebook,mobile
24079,4802,2024-01-13,Facebook,desktop
24080,4802,2024-02-05,Facebook,mobile
24081,4802,2024-01-17,Google,mobile
24082,4802,2024-01-12,Google,desktop
24083,4802,2024-01-14,Facebook,desktop
24084,4802,2024-01-24,Google,mobile
24085,4803,2024-03-16,Facebook,mobile
24086,4803,2024-03-04,Google,mobile
24087,4803,2024-02-29,Facebook,mobile
24088,4803,2024-03-06,Google,desktop
24089,4803,2024-03-03,Facebook,desktop
24090,4803,2024-03-08,Facebook,desktop
24091,4803,2024-02-28,Facebook,mobile
24092,4804,2024-01-22,Facebook,mobile
24093,4804,2024-01-11,Facebook,desktop
24094,4804,2024-01-20,TikTok,mobile
24095,4804,2024-01-16,Google,mobile
24096,4804,2024-01-31,Facebook,desktop
24097,4804,2024-01-11,Google,mobile
24098,4805,2024-03-11,Facebook,mobile
24099,4805,2024-03-24,Google,desktop
24100,4805,2024-03-03,Google,desktop
24101,4805,2024-03-12,TikTok,mobile
24102,4805,2024-03-23,Google,desktop
24103,4805,2024-03-27,Facebook,mobile
24104,4805,2024-03-29,Google,desktop
24105,4805,2024-03-18,Facebook,mobile
24106,4806,2024-03-16,TikTok,mobile
24107,4806,2024-02-25,Google,mobile
24108,4807,2024-03-12,TikTok,mobile
24109,4807,2024-03-07,TikTok,desktop
24110,4807,2024-03-24,Facebook,desktop
24111,4807,2024-02-27,Facebook,mobile
24112,4807,2024-02-27,Google,desktop
24113,4808,2024-02-06,Google,mobile
24114,4808,2024-02-09,Google,mobile
24115,4808,2024-02-02,TikTok,desktop
24116,4808,2024-01-27,Facebook,desktop
24117,4808,2024-02-15,TikTok,mobile
24118,4808,2024-01-27,TikTok,mobile
24119,4808,2024-02-11,Google,desktop
24120,4808,2024-02-10,Google,mobile
24121,4808,2024-02-07,Google,mobile
24122,4808,2024-02-07,Google,desktop
24123,4809,2024-02-29,Facebook,desktop
24124,4809,2024-03-16,Google,mobile
24125,4809,2024-02-24,Facebook,desktop
24126,4810,2024-01-18,Facebook,desktop
24127,4810,2024-02-11,Facebook,mobile
24128,4810,2024-02-05,Google,mobile
24129,4810,2024-01-24,Facebook,desktop
24130,4810,2024-02-08,Google,mobile
24131,4810,2024-01-12,Google,mobile
24132,4811,2024-02-05,Google,desktop
24133,4811,2024-02-10,Facebook,desktop
24134,4811,2024-02-29,Google,desktop
24135,4811,2024-02-27,TikTok,mobile
24136,4811,2024-02-04,Google,mobile
24137,4811,2024-02-29,Facebook,mobile
24138,4812,2024-02-03,Facebook,desktop
24139,4812,2024-01-20,Google,desktop
24140,4812,2024-01-17,TikTok,desktop
24141,4812,2024-02-05,Facebook,desktop
24142,4812,2024-01-30,Google,mobile
24143,4812,2024-02-09,Facebook,mobile
24144,4812,2024-02-04,Google,desktop
24145,4813,2024-03-18,Google,desktop
24146,4813,2024-03-09,Facebook,desktop
24147,4813,2024-03-10,TikTok,desktop
24148,4814,2024-03-21,TikTok,desktop
24149,4814,2024-03-23,TikTok,desktop
24150,4814,2024-03-08,Google,mobile
24151,4814,2024-03-31,Facebook,mobile
24152,4814,2024-03-18,Google,desktop
24153,4814,2024-03-30,Facebook,desktop
24154,4814,2024-03-16,Google,desktop
24155,4814,2024-03-03,TikTok,mobile
24156,4814,2024-03-28,Facebook,mobile
24157,4814,2024-03-01,Facebook,mobile
24158,4815,2024-03-04,Facebook,desktop
24159,4815,2024-02-19,Facebook,desktop
24160,4815,2024-02-18,Google,mobile
24161,4815,2024-02-25,Facebook,desktop
24162,4816,2024-03-02,Facebook,mobile
24163,4816,2024-03-20,TikTok,desktop
24164,4816,2024-03-18,TikTok,desktop
24165,4816,2024-03-06,Google,desktop
24166,4816,2024-03-02,TikTok,mobile
24167,4817,2024-01-27,Facebook,mobile
24168,4818,2024-02-28,Google,desktop
24169,4818,2024-02-18,Facebook,mobile
24170,4818,2024-03-08,Facebook,mobile
24171,4818,2024-03-03,Facebook,mobile
24172,4819,2024-02-08,Facebook,desktop
24173,4819,2024-02-15,Google,mobile
24174,4819,2024-02-25,Facebook,desktop
24175,4819,2024-03-06,Facebook,desktop
24176,4820,2024-02-18,Facebook,mobile
24177,4820,2024-03-04,Facebook,mobile
24178,4820,2024-02-25,Google,mobile
24179,4820,2024-03-01,Google,mobile
24180,4820,2024-02-19,TikTok,desktop
24181,4820,2024-03-14,Facebook,mobile
24182,4821,2024-02-24,TikTok,desktop
24183,4821,2024-02-13,Google,mobile
24184,4822,2024-03-12,TikTok,mobile
24185,4822,2024-03-05,TikTok,desktop
24186,4822,2024-03-08,TikTok,desktop
24187,4822,2024-03-21,TikTok,mobile
24188,4822,2024-03-27,Google,mobile
24189,4823,2024-03-22,Google,desktop
24190,4823,2024-03-05,TikTok,desktop
24191,4823,2024-03-06,Google,mobile
24192,4823,2024-03-21,Facebook,mobile
24193,4823,2024-03-16,Google,desktop
24194,4824,2024-02-01,Google,mobile
24195,4824,2024-01-12,Facebook,desktop
24196,4824,2024-01-18,Facebook,mobile
24197,4824,2024-01-22,Facebook,desktop
24198,4824,2024-01-08,Facebook,desktop
24199,4825,2024-02-21,Facebook,desktop
24200,4825,2024-03-05,Facebook,desktop
24201,4825,2024-03-10,TikTok,mobile
24202,4825,2024-02-17,Google,mobile
24203,4825,2024-02-14,Facebook,desktop
24204,4825,2024-02-11,Google,desktop
24205,4825,2024-02-17,Facebook,desktop
24206,4826,2024-03-17,Google,mobile
24207,4826,2024-03-19,Facebook,desktop
24208,4826,2024-03-20,TikTok,mobile
24209,4826,2024-03-05,Google,mobile
24210,4826,2024-03-23,Google,mobile
24211,4826,2024-03-01,Google,mobile
24212,4826,2024-03-20,Facebook,mobile
24213,4827,2024-02-09,Facebook,desktop
24214,4827,2024-02-13,TikTok,mobile
24215,4827,2024-02-12,Facebook,desktop
24216,4827,2024-02-08,TikTok,mobile
24217,4827,2024-02-11,Facebook,desktop
24218,4827,2024-02-08,TikTok,mobile
24219,4828,2024-02-27,Facebook,mobile
24220,4828,2024-03-16,Google,desktop
24221,4828,2024-02-16,Facebook,desktop
24222,4828,2024-03-04,Facebook,desktop
24223,4829,2024-01-27,TikTok,mobile
24224,4829,2024-01-20,TikTok,mobile
24225,4829,2024-01-21,Facebook,desktop
24226,4829,2024-02-04,Google,mobile
24227,4829,2024-01-30,Facebook,mobile
24228,4830,2024-01-30,Google,desktop
24229,4830,2024-02-01,Google,mobile
24230,4831,2024-02-10,Facebook,desktop
24231,4831,2024-02-15,Facebook,mobile
24232,4831,2024-02-12,TikTok,desktop
24233,4831,2024-02-13,Google,desktop
24234,4832,2024-01-19,TikTok,desktop
24235,4832,2024-02-02,Facebook,mobile
24236,4832,2024-01-26,TikTok,desktop
24237,4832,2024-01-17,Facebook,desktop
24238,4832,2024-01-22,Google,desktop
24239,4832,2024-01-28,Google,desktop
24240,4832,2024-02-06,Facebook,desktop
24241,4832,2024-02-07,Facebook,desktop
24242,4832,2024-01-13,TikTok,desktop
24243,4833,2024-03-06,Google,desktop
24244,4833,2024-03-12,TikTok,desktop
24245,4833,2024-03-07,Google,mobile
24246,4833,2024-02-25,TikTok,desktop
24247,4833,2024-03-04,Facebook,mobile
24248,4833,2024-03-11,Google,desktop
24249,4834,2024-01-23,TikTok,desktop
24250,4834,2024-02-08,Google,desktop
24251,4834,2024-02-13,Google,mobile
24252,4834,2024-02-06,TikTok,desktop
24253,4835,2024-03-18,TikTok,mobile
24254,4835,2024-02-28,Google,mobile
24255,4835,2024-03-21,TikTok,desktop
24256,4835,2024-03-15,Google,desktop
24257,4835,2024-03-13,TikTok,desktop
24258,4835,2024-02-27,TikTok,mobile
24259,4835,2024-03-22,TikTok,mobile
24260,4835,2024-03-23,Facebook,desktop
24261,4836,2024-01-27,TikTok,mobile
24262,4836,2024-02-17,Google,mobile
24263,4836,2024-02-11,Facebook,mobile
24264,4836,2024-01-30,TikTok,mobile
24265,4836,2024-02-18,Facebook,desktop
24266,4837,2024-02-02,TikTok,desktop
24267,4837,2024-01-31,Google,desktop
24268,4837,2024-01-27,Google,desktop
24269,4837,2024-01-31,Facebook,mobile
24270,4837,2024-02-03,Google,mobile
24271,4837,2024-01-28,Facebook,mobile
24272,4837,2024-01-25,Facebook,desktop
24273,4837,2024-02-02,Google,mobile
24274,4838,2024-03-15,TikTok,desktop
24275,4838,2024-03-13,TikTok,mobile
24276,4838,2024-03-25,Google,mobile
24277,4839,2024-01-07,Google,mobile
24278,4839,2024-01-15,Facebook,mobile
24279,4839,2024-01-20,Google,mobile
24280,4840,2024-01-28,Facebook,mobile
24281,4840,2024-01-17,TikTok,mobile
24282,4840,2024-02-05,TikTok,desktop
24283,4841,2024-01-05,Google,mobile
24284,4841,2024-01-09,Facebook,mobile
24285,4841,2024-01-26,TikTok,mobile
24286,4841,2024-01-08,Facebook,mobile
24287,4841,2024-01-21,TikTok,desktop
24288,4842,2024-01-29,Facebook,desktop
24289,4842,2024-02-06,Google,desktop
24290,4842,2024-02-07,TikTok,desktop
24291,4842,2024-02-13,TikTok,desktop
24292,4842,2024-02-20,Google,mobile
24293,4842,2024-01-31,Facebook,mobile
24294,4842,2024-02-19,Facebook,desktop
24295,4842,2024-01-27,Google,mobile
24296,4843,2024-02-19,Facebook,desktop
24297,4843,2024-02-10,TikTok,mobile
24298,4843,2024-02-17,Google,mobile
24299,4843,2024-01-30,Google,mobile
24300,4843,2024-02-02,Google,desktop
24301,4843,2024-01-28,Google,desktop
24302,4843,2024-02-22,Google,mobile
24303,4843,2024-02-11,Google,mobile
24304,4843,2024-01-30,Google,desktop
24305,4844,2024-01-19,TikTok,mobile
24306,4844,2024-01-17,Facebook,desktop
24307,4844,2024-01-10,TikTok,mobile
24308,4844,2024-01-18,Facebook,desktop
24309,4844,2024-01-16,Google,desktop
24310,4844,2024-01-07,Google,desktop
24311,4844,2024-01-11,Google,mobile
24312,4845,2024-02-10,Google,desktop
24313,4845,2024-02-04,Google,mobile
24314,4845,2024-02-10,TikTok,mobile
24315,4845,2024-02-13,Facebook,desktop
24316,4846,2024-01-26,Google,mobile
24317,4846,2024-01-23,Facebook,desktop
24318,4846,2024-02-06,Facebook,desktop
24319,4846,2024-01-25,Google,desktop
24320,4846,2024-01-22,Google,mobile
24321,4846,2024-02-11,TikTok,mobile
24322,4847,2024-03-12,Facebook,mobile
24323,4847,2024-03-01,Google,desktop
24324,4847,2024-03-02,Google,mobile
24325,4847,2024-03-07,TikTok,mobile
24326,4847,2024-03-14,TikTok,mobile
24327,4847,2024-03-04,TikTok,mobile
24328,4847,2024-03-03,Google,mobile
24329,4848,2024-02-24,Google,desktop
24330,4848,2024-03-11,Google,desktop
24331,4849,2024-02-11,Facebook,desktop
24332,4849,2024-02-06,TikTok,desktop
24333,4849,2024-02-18,TikTok,mobile
24334,4850,2024-02-27,Facebook,mobile
24335,4850,2024-02-24,TikTok,desktop
24336,4851,2024-02-03,Google,desktop
24337,4851,2024-02-20,Google,desktop
24338,4851,2024-02-26,Facebook,desktop
24339,4851,2024-02-16,Facebook,desktop
24340,4852,2024-01-19,TikTok,mobile
24341,4852,2024-01-07,Facebook,desktop
24342,4852,2024-01-25,TikTok,mobile
24343,4852,2024-01-18,Facebook,desktop
24344,4852,2024-01-22,Facebook,desktop
24345,4853,2024-02-12,Facebook,desktop
24346,4853,2024-01-28,TikTok,mobile
24347,4853,2024-02-03,Google,mobile
24348,4853,2024-02-04,TikTok,desktop
24349,4853,2024-02-16,Google,desktop
24350,4853,2024-02-11,Facebook,mobile
24351,4854,2024-03-13,Facebook,desktop
24352,4854,2024-03-12,TikTok,mobile
24353,4854,2024-03-02,Google,desktop
24354,4854,2024-03-02,Facebook,desktop
24355,4856,2024-01-16,Google,mobile
24356,4856,2024-01-15,Facebook,mobile
24357,4856,2024-01-05,TikTok,mobile
24358,4856,2024-01-18,Facebook,desktop
24359,4856,2024-01-08,TikTok,desktop
24360,4856,2024-01-09,Facebook,mobile
24361,4857,2024-02-16,Facebook,desktop
24362,4857,2024-02-09,Facebook,desktop
24363,4857,2024-01-30,Google,desktop
24364,4857,2024-02-20,TikTok,desktop
24365,4858,2024-03-05,Google,mobile
24366,4858,2024-03-02,Facebook,desktop
24367,4858,2024-02-29,Google,desktop
24368,4859,2024-02-02,Google,mobile
24369,4859,2024-01-29,Facebook,desktop
24370,4859,2024-02-05,Facebook,mobile
24371,4859,2024-02-06,Google,mobile
24372,4859,2024-01-17,Facebook,mobile
24373,4860,2024-02-21,Facebook,desktop
24374,4860,2024-02-27,Facebook,desktop
24375,4860,2024-02-26,Google,mobile
24376,4860,2024-02-09,TikTok,mobile
24377,4860,2024-02-09,Facebook,mobile
24378,4860,2024-02-22,Google,mobile
24379,4861,2024-02-29,Facebook,mobile
24380,4861,2024-03-13,Google,desktop
24381,4861,2024-03-15,TikTok,desktop
24382,4861,2024-03-06,Facebook,mobile
24383,4862,2024-01-10,Facebook,desktop
24384,4862,2024-01-10,Google,mobile
24385,4862,2024-01-22,Google,desktop
24386,4862,2024-01-25,Google,desktop
24387,4862,2024-01-17,Facebook,desktop
24388,4863,2024-01-10,TikTok,mobile
24389,4863,2024-02-02,Google,desktop
24390,4863,2024-01-11,Facebook,mobile
24391,4863,2024-01-19,TikTok,desktop
24392,4864,2024-02-05,Google,mobile
24393,4864,2024-01-26,TikTok,desktop
24394,4864,2024-02-23,Facebook,desktop
24395,4864,2024-02-03,TikTok,mobile
24396,4865,2024-03-08,Facebook,mobile
24397,4865,2024-03-25,Facebook,desktop
24398,4865,2024-03-17,TikTok,desktop
24399,4865,2024-03-21,Google,desktop
24400,4866,2024-02-07,TikTok,desktop
24401,4867,2024-01-15,TikTok,mobile
24402,4867,2024-01-28,TikTok,mobile
24403,4867,2024-01-11,Google,mobile
24404,4867,2024-02-06,Facebook,desktop
24405,4867,2024-01-23,TikTok,desktop
24406,4867,2024-01-22,Facebook,desktop
24407,4868,2024-02-19,Facebook,desktop
24408,4868,2024-02-13,Facebook,desktop
24409,4868,2024-02-14,Google,desktop
24410,4868,2024-02-28,Google,mobile
24411,4868,2024-02-10,Facebook,desktop
24412,4869,2024-02-05,Facebook,mobile
24413,4869,2024-02-15,Facebook,mobile
24414,4869,2024-02-21,TikTok,desktop
24415,4869,2024-02-19,Facebook,desktop
24416,4870,2024-03-07,Facebook,mobile
24417,4870,2024-03-06,Facebook,desktop
24418,4870,2024-03-10,TikTok,mobile
24419,4870,2024-03-05,TikTok,mobile
24420,4870,2024-03-14,TikTok,mobile
24421,4870,2024-03-25,TikTok,mobile
24422,4871,2024-03-05,Google,mobile
24423,4871,2024-03-01,Google,desktop
24424,4871,2024-03-14,Facebook,desktop
24425,4871,2024-02-25,Google,mobile
24426,4871,2024-02-24,Facebook,mobile
24427,4872,2024-02-21,Facebook,mobile
24428,4873,2024-01-27,Facebook,mobile
24429,4873,2024-01-22,Google,desktop
24430,4873,2024-01-27,Google,desktop
24431,4874,2024-02-19,Google,mobile
24432,4874,2024-02-12,TikTok,desktop
24433,4874,2024-02-12,Facebook,mobile
24434,4874,2024-02-20,Facebook,mobile
24435,4874,2024-02-10,Google,desktop
24436,4874,2024-02-05,Facebook,mobile
24437,4875,2024-02-24,Facebook,mobile
24438,4875,2024-02-14,Facebook,desktop
24439,4875,2024-02-27,Facebook,mobile
24440,4875,2024-02-22,Google,mobile
24441,4875,2024-02-15,Facebook,mobile
24442,4876,2024-02-26,Google,desktop
24443,4876,2024-03-10,Google,desktop
24444,4877,2024-01-15,TikTok,desktop
24445,4877,2024-02-10,Google,mobile
24446,4877,2024-01-21,Facebook,desktop
24447,4877,2024-01-31,TikTok,desktop
24448,4877,2024-02-08,Google,desktop
24449,4877,2024-01-14,Facebook,mobile
24450,4878,2024-03-04,TikTok,desktop
24451,4878,2024-03-04,TikTok,mobile
24452,4878,2024-02-28,Google,mobile
24453,4878,2024-03-04,Google,desktop
24454,4878,2024-02-22,Google,desktop
24455,4878,2024-02-24,TikTok,desktop
24456,4879,2024-03-18,Google,mobile
24457,4879,2024-03-14,Facebook,mobile
24458,4879,2024-03-13,Google,desktop
24459,4879,2024-03-11,Facebook,mobile
24460,4880,2024-02-22,TikTok,mobile
24461,4880,2024-03-07,TikTok,desktop
24462,4880,2024-02-14,Google,desktop
24463,4880,2024-02-28,Google,mobile
24464,4880,2024-02-13,Google,mobile
24465,4881,2024-01-22,Facebook,desktop
24466,4881,2024-01-22,TikTok,desktop
24467,4882,2024-02-07,Google,mobile
24468,4882,2024-01-25,Facebook,desktop
24469,4882,2024-01-17,Facebook,mobile
24470,4882,2024-01-20,TikTok,desktop
24471,4882,2024-01-16,Google,desktop
24472,4882,2024-01-14,Facebook,desktop
24473,4882,2024-02-08,TikTok,mobile
24474,4882,2024-01-24,Google,mobile
24475,4882,2024-02-08,Google,mobile
24476,4883,2024-02-28,Google,mobile
24477,4883,2024-03-14,Google,desktop
24478,4883,2024-03-07,Google,desktop
24479,4883,2024-02-20,Facebook,desktop
24480,4884,2024-02-29,Google,mobile
24481,4884,2024-02-20,Facebook,desktop
24482,4885,2024-03-08,Google,mobile
24483,4886,2024-02-19,Google,desktop
24484,4886,2024-02-25,Facebook,desktop
24485,4886,2024-02-08,Facebook,mobile
24486,4886,2024-02-10,Facebook,desktop
24487,4886,2024-02-13,Google,mobile
24488,4887,2024-02-02,Facebook,mobile
24489,4887,2024-02-07,TikTok,mobile
24490,4888,2024-01-12,Facebook,mobile
24491,4888,2024-01-29,TikTok,mobile
24492,4888,2024-02-04,Facebook,desktop
24493,4888,2024-02-04,TikTok,desktop
24494,4888,2024-01-13,Facebook,desktop
24495,4888,2024-01-23,TikTok,mobile
24496,4888,2024-01-29,Facebook,desktop
24497,4888,2024-01-06,TikTok,mobile
24498,4889,2024-02-11,Facebook,mobile
24499,4889,2024-02-19,Facebook,mobile
24500,4889,2024-02-20,TikTok,desktop
24501,4889,2024-02-04,Google,desktop
24502,4889,2024-02-22,Google,desktop
24503,4889,2024-02-14,TikTok,desktop
24504,4890,2024-02-12,Google,mobile
24505,4890,2024-02-21,TikTok,desktop
24506,4890,2024-02-03,Facebook,desktop
24507,4890,2024-02-14,Facebook,mobile
24508,4891,2024-01-26,Google,mobile
24509,4891,2024-02-14,Facebook,desktop
24510,4891,2024-02-19,Google,mobile
24511,4892,2024-02-01,Facebook,mobile
24512,4892,2024-01-30,Facebook,mobile
24513,4892,2024-01-22,Google,desktop
24514,4892,2024-01-25,Google,mobile
24515,4892,2024-02-09,TikTok,desktop
24516,4892,2024-02-15,Google,desktop
24517,4892,2024-02-02,Facebook,mobile
24518,4892,2024-02-01,Google,mobile
24519,4894,2024-02-12,Google,desktop
24520,4894,2024-02-07,TikTok,desktop
24521,4894,2024-02-27,TikTok,desktop
24522,4894,2024-02-10,Facebook,mobile
24523,4895,2024-02-13,TikTok,mobile
24524,4895,2024-01-24,TikTok,desktop
24525,4896,2024-02-07,TikTok,desktop
24526,4896,2024-02-21,Google,desktop
24527,4896,2024-01-26,TikTok,desktop
24528,4896,2024-02-03,TikTok,desktop
24529,4896,2024-02-19,Google,desktop
24530,4896,2024-02-06,Facebook,desktop
24531,4896,2024-02-17,TikTok,mobile
24532,4897,2024-02-26,TikTok,mobile
24533,4897,2024-02-26,TikTok,mobile
24534,4898,2024-03-14,Google,mobile
24535,4898,2024-02-13,Google,desktop
24536,4898,2024-02-26,Google,mobile
24537,4898,2024-03-04,TikTok,mobile
24538,4899,2024-03-19,Facebook,desktop
24539,4899,2024-03-19,Google,desktop
24540,4899,2024-03-18,TikTok,mobile
24541,4899,2024-03-01,Google,mobile
24542,4899,2024-03-04,TikTok,desktop
24543,4900,2024-03-24,TikTok,desktop
24544,4900,2024-03-04,Google,mobile
24545,4900,2024-02-29,Facebook,desktop
24546,4900,2024-02-24,Facebook,mobile
24547,4900,2024-02-26,TikTok,desktop
24548,4900,2024-03-02,Facebook,desktop
24549,4900,2024-03-02,Google,desktop
24550,4901,2024-02-17,Google,mobile
24551,4902,2024-01-19,Facebook,desktop
24552,4902,2024-01-13,TikTok,desktop
24553,4902,2024-02-04,Google,mobile
24554,4902,2024-01-23,Google,desktop
24555,4902,2024-01-25,Google,desktop
24556,4903,2024-01-07,Google,desktop
24557,4903,2024-01-17,Google,mobile
24558,4903,2024-01-14,Google,mobile
